Origin,Destination,Date,Price ($),Num Stops,Connection,Duration (h),Time
LIH,SEA,2020-01-03,787,1,(SAN),22.33,2:00p - 2:20p
LIH,SEA,2020-01-03,802,2,"(HNL, LAX)",13.25,8:25p - 11:40a
LIH,SEA,2020-01-03,803,1,(OGG),7.17,2:25p - 11:35p
LIH,SEA,2020-01-03,803,1,(OGG),7.17,2:25p - 11:35p
LIH,SEA,2020-01-03,814,2,"(SFO, PDX)",11.42,11:15p - 12:40p
LIH,SEA,2020-01-03,817,1,(SAN),26.67,2:00p - 6:40p
LIH,SEA,2020-01-03,818,2,"(HNL, SFO)",16.18,4:59p - 11:10a
LIH,SEA,2020-01-03,843,1,(LAX),16.33,2:20p - 8:40a
LIH,SEA,2020-01-03,845,1,(SFO),9.92,11:15p - 11:10a
LIH,SEA,2020-01-04,683,1,(PHX),17.68,9:10p - 4:51p
LIH,SEA,2020-01-04,683,1,(LAX),18.67,10:57p - 7:37p
LIH,SEA,2020-01-04,683,1,(LAX),19.43,3:26p - 12:52p
LIH,SEA,2020-01-04,683,1,(PHX),0.32,11:00p - 8:00p
LIH,SEA,2020-01-04,700,1,(LAX),0.37,10:57p - 10:57p
LIH,SEA,2020-01-04,700,1,(LAX),23.52,3:26p - 4:57p
LIH,SEA,2020-01-04,704,1,(PHX),22.43,11:00p - 11:26p
LIH,SEA,2020-01-04,743,2,"(HNL, SFO)",15.58,5:35p - 11:10a
LIH,SEA,2020-01-04,762,1,(PHX),12.68,11:00p - 1:41p
LIH,SEA,2020-01-04,792,1,(HNL),0.35,11:05p - 10:05p
LIH,SEA,2020-01-04,792,1,(HNL),0.35,11:05p - 10:05p
LIH,SEA,2020-01-04,797,1,(HNL),22.70,9:23p - 10:05p
LIH,SEA,2020-01-04,818,2,"(HNL, SFO)",16.18,4:59p - 11:10a
LIH,SEA,2020-01-04,818,1,(PHX),15.85,11:00p - 4:51p
LIH,SEA,2020-01-04,818,1,(LAX),17.37,2:30p - 9:52a
LIH,SEA,2020-01-04,837,1,(LAX),24.45,2:30p - 4:57p
LIH,SEA,2020-01-04,841,2,"(HNL, SFO)",10.58,8:25p - 9:00a
LIH,SEA,2020-01-04,841,2,"(HNL, SFO)",10.58,8:25p - 9:00a
LIH,SEA,2020-01-04,868,1,(LAX),11.92,10:57p - 12:52p
LIH,SEA,2020-01-04,899,2,"(LAX, DFW)",15.73,3:26p - 9:10a
LIH,SEA,2020-01-05,559,1,(LAX),17.37,2:30p - 9:52a
LIH,SEA,2020-01-05,559,1,(PHX),17.68,9:10p - 4:51p
LIH,SEA,2020-01-05,559,1,(LAX),18.67,10:57p - 7:37p
LIH,SEA,2020-01-05,559,1,(LAX),19.43,3:26p - 12:52p
LIH,SEA,2020-01-05,559,1,(PHX),0.32,11:00p - 8:00p
LIH,SEA,2020-01-05,568,1,(HNL),0.35,11:05p - 10:05p
LIH,SEA,2020-01-05,572,1,(HNL),0.35,11:05p - 10:05p
LIH,SEA,2020-01-05,572,1,(HNL),22.15,9:56p - 10:05p
LIH,SEA,2020-01-05,572,1,(HNL),22.70,9:23p - 10:05p
LIH,SEA,2020-01-05,573,1,(LAX),0.37,10:57p - 10:57p
LIH,SEA,2020-01-05,573,1,(LAX),23.52,3:26p - 4:57p
LIH,SEA,2020-01-05,577,1,(PHX),22.43,11:00p - 11:26p
LIH,SEA,2020-01-05,587,1,(HNL),23.67,8:25p - 10:05p
LIH,SEA,2020-01-05,597,1,(HNL),25.08,7:00p - 10:05p
LIH,SEA,2020-01-05,598,1,(HNL),25.50,6:35p - 10:05p
LIH,SEA,2020-01-05,598,1,(HNL),26.50,5:35p - 10:05p
LIH,SEA,2020-01-05,627,1,(PHX),12.68,11:00p - 1:41p
LIH,SEA,2020-01-05,666,2,"(HNL, LAX)",12.25,8:25p - 10:40a
LIH,SEA,2020-01-05,673,2,"(HNL, SFO)",15.58,5:35p - 11:10a
LIH,SEA,2020-01-05,677,1,(LAX),16.33,2:20p - 8:40a
LIH,SEA,2020-01-06,363,0,(),5.67,10:45p - 6:25a
LIH,SEA,2020-01-06,469,1,(LAX),16.33,2:20p - 8:40a
LIH,SEA,2020-01-06,484,1,(HNL),0.35,11:05p - 10:05p
LIH,SEA,2020-01-06,488,1,(HNL),0.35,11:05p - 10:05p
LIH,SEA,2020-01-06,488,1,(HNL),23.67,8:25p - 10:05p
LIH,SEA,2020-01-06,497,1,(LAX),19.33,2:20p - 11:40a
LIH,SEA,2020-01-06,498,1,(HNL),22.70,9:23p - 10:05p
LIH,SEA,2020-01-06,502,1,(HNL),25.08,7:00p - 10:05p
LIH,SEA,2020-01-06,521,1,(OGG),14.50,2:25p - 6:55a
LIH,SEA,2020-01-06,521,1,(OGG),14.50,2:25p - 6:55a
LIH,SEA,2020-01-06,521,1,(OGG),17.40,11:31a - 6:55a
LIH,SEA,2020-01-06,534,1,(OGG),7.17,2:25p - 11:35p
LIH,SEA,2020-01-06,534,1,(OGG),7.17,2:25p - 11:35p
LIH,SEA,2020-01-06,534,1,(HNL),7.90,12:11p - 10:05p
LIH,SEA,2020-01-06,534,1,(HNL),7.90,12:11p - 10:05p
LIH,SEA,2020-01-06,542,2,"(HNL, OGG)",10.33,6:35p - 6:55a
LIH,SEA,2020-01-06,542,2,"(HNL, OGG)",10.33,6:35p - 6:55a
LIH,SEA,2020-01-06,542,2,"(HNL, OGG)",10.33,6:35p - 6:55a
LIH,SEA,2020-01-06,542,2,"(HNL, OGG)",10.33,6:35p - 6:55a
LIH,SEA,2020-01-06,544,1,(OGG),18.90,10:01a - 6:55a
LIH,SEA,2020-01-07,363,0,(),5.67,10:45p - 6:25a
LIH,SEA,2020-01-07,373,1,(PHX),12.68,11:00p - 1:41p
LIH,SEA,2020-01-07,402,1,(OGG),7.17,2:25p - 11:35p
LIH,SEA,2020-01-07,402,1,(OGG),7.17,2:25p - 11:35p
LIH,SEA,2020-01-07,407,2,"(HNL, LAX)",15.30,7:00p - 12:18p
LIH,SEA,2020-01-07,410,1,(HNL),20.50,11:05p - 9:35p
LIH,SEA,2020-01-07,413,1,(LAX),16.33,2:20p - 8:40a
LIH,SEA,2020-01-07,414,1,(HNL),20.50,11:05p - 9:35p
LIH,SEA,2020-01-07,414,1,(HNL),22.20,9:23p - 9:35p
LIH,SEA,2020-01-07,427,1,(HNL),24.58,7:00p - 9:35p
LIH,SEA,2020-01-07,427,2,"(HNL, SFO)",10.93,7:00p - 7:56a
LIH,SEA,2020-01-07,427,2,"(HNL, SFO)",11.50,11:21a - 12:51a
LIH,SEA,2020-01-07,429,1,(PHX),15.85,11:00p - 4:51p
LIH,SEA,2020-01-07,439,1,(HNL),7.90,12:11p - 10:05p
LIH,SEA,2020-01-07,439,1,(HNL),7.90,12:11p - 10:05p
LIH,SEA,2020-01-07,439,1,(OAK),13.92,4:40p - 8:35a
LIH,SEA,2020-01-07,442,1,(OAK),13.67,4:40p - 8:20a
LIH,SEA,2020-01-07,444,1,(PHX),22.43,11:00p - 11:26p
LIH,SEA,2020-01-07,447,1,(OAK),13.33,4:40p - 8:00a
LIH,SEA,2020-01-07,457,2,"(HNL, LAX)",11.45,8:25p - 9:52a
LIH,SEA,2020-01-08,323,0,(),5.67,10:45p - 6:25a
LIH,SEA,2020-01-08,324,1,(OGG),9.48,12:01p - 11:30p
LIH,SEA,2020-01-08,324,1,(OGG),9.48,12:01p - 11:30p
LIH,SEA,2020-01-08,347,2,"(HNL, SFO)",9.88,8:03p - 7:56a
LIH,SEA,2020-01-08,347,2,"(HNL, SFO)",11.70,6:14p - 7:56a
LIH,SEA,2020-01-08,347,2,"(HNL, LAX)",14.25,8:03p - 12:18p
LIH,SEA,2020-01-08,347,2,"(HNL, LAX)",16.07,6:14p - 12:18p
LIH,SEA,2020-01-08,350,0,(),5.67,12:40p - 8:20p
LIH,SEA,2020-01-08,358,1,(LAX),20.15,2:09p - 12:18p
LIH,SEA,2020-01-08,364,1,(HNL),7.77,11:49a - 9:35p
LIH,SEA,2020-01-08,364,1,(HNL),7.77,11:49a - 9:35p
LIH,SEA,2020-01-08,364,1,(HNL),8.27,11:19a - 9:35p
LIH,SEA,2020-01-08,364,1,(HNL),8.27,11:19a - 9:35p
LIH,SEA,2020-01-08,367,1,(LAX),25.90,2:09p - 6:03p
LIH,SEA,2020-01-08,372,2,"(LAX, SFO)",30.65,2:09p - 6:17p
LIH,SEA,2020-01-08,373,1,(PHX),12.68,11:00p - 1:41p
LIH,SEA,2020-01-08,392,1,(SAN),17.17,2:00p - 9:10a
LIH,SEA,2020-01-08,398,2,"(HNL, OGG)",8.75,12:45p - 11:30p
LIH,SEA,2020-01-08,398,2,"(HNL, OGG)",8.75,12:45p - 11:30p
LIH,SEA,2020-01-08,400,1,(OGG),11.53,9:58a - 11:30p
LIH,SEA,2020-01-09,259,0,(),5.67,10:45p - 6:25a
LIH,SEA,2020-01-09,259,1,(OGG),9.48,12:01p - 11:30p
LIH,SEA,2020-01-09,259,1,(OGG),9.48,12:01p - 11:30p
LIH,SEA,2020-01-09,268,1,(SFO),8.43,2:25p - 12:51a
LIH,SEA,2020-01-09,279,0,(),5.67,10:45p - 6:25a
LIH,SEA,2020-01-09,298,1,(SFO),8.43,2:25p - 12:51a
LIH,SEA,2020-01-09,302,2,"(HNL, SFO)",9.88,8:03p - 7:56a
LIH,SEA,2020-01-09,302,2,"(HNL, SFO)",11.53,11:19a - 12:51a
LIH,SEA,2020-01-09,315,1,(OGG),11.53,9:58a - 11:30p
LIH,SEA,2020-01-09,315,1,(OGG),11.53,9:58a - 11:30p
LIH,SEA,2020-01-09,322,1,(OAK),13.92,4:40p - 8:35a
LIH,SEA,2020-01-09,325,1,(OAK),13.33,4:40p - 8:00a
LIH,SEA,2020-01-09,337,1,(OAK),15.58,3:00p - 8:35a
LIH,SEA,2020-01-09,340,1,(OAK),15.33,3:00p - 8:20a
LIH,SEA,2020-01-09,345,1,(OAK),0.25,3:00p - 8:00a
LIH,SEA,2020-01-09,345,1,(OAK),13.92,4:40p - 8:35a
LIH,SEA,2020-01-09,347,1,(OAK),13.67,4:40p - 8:20a
LIH,SEA,2020-01-09,352,1,(OAK),13.33,4:40p - 8:00a
LIH,SEA,2020-01-09,358,1,(LAX),20.15,2:09p - 12:18p
LIH,SEA,2020-01-09,364,1,(HNL),7.77,11:49a - 9:35p
LIH,SEA,2020-01-10,298,1,(SFO),8.43,2:25p - 12:51a
LIH,SEA,2020-01-10,328,1,(SFO),8.43,2:25p - 12:51a
LIH,SEA,2020-01-10,332,2,"(HNL, SFO)",11.53,11:19a - 12:51a
LIH,SEA,2020-01-10,332,2,"(HNL, LAX)",14.25,8:03p - 12:18p
LIH,SEA,2020-01-10,343,1,(SJC),15.25,3:20p - 8:35a
LIH,SEA,2020-01-10,355,1,(SJC),14.67,3:20p - 8:00a
LIH,SEA,2020-01-10,363,1,(HNL),12.98,6:36a - 9:35p
LIH,SEA,2020-01-10,363,1,(HNL),12.98,6:36a - 9:35p
LIH,SEA,2020-01-10,363,1,(SJC),15.25,3:20p - 8:35a
LIH,SEA,2020-01-10,363,1,(HNL),7.77,11:49a - 9:35p
LIH,SEA,2020-01-10,363,1,(HNL),7.77,11:49a - 9:35p
LIH,SEA,2020-01-10,363,1,(OGG),9.48,12:01p - 11:30p
LIH,SEA,2020-01-10,363,1,(OGG),9.48,12:01p - 11:30p
LIH,SEA,2020-01-10,367,1,(OAK),15.58,3:00p - 8:35a
LIH,SEA,2020-01-10,370,1,(OAK),15.33,3:00p - 8:20a
LIH,SEA,2020-01-10,375,1,(OAK),0.25,3:00p - 8:00a
LIH,SEA,2020-01-10,377,1,(SAN),17.17,2:00p - 9:10a
LIH,SEA,2020-01-10,377,0,(),5.67,10:45p - 6:25a
LIH,SEA,2020-01-10,379,1,(SJC),14.67,3:20p - 8:00a
LIH,SEA,2020-01-10,380,1,(OGG),11.53,9:58a - 11:30p
LIH,SEA,2020-01-11,298,1,(SFO),8.43,2:25p - 12:51a
LIH,SEA,2020-01-11,328,1,(SFO),8.43,2:25p - 12:51a
LIH,SEA,2020-01-11,332,2,"(HNL, SFO)",11.53,11:19a - 12:51a
LIH,SEA,2020-01-11,332,2,"(HNL, LAX)",14.25,8:03p - 12:18p
LIH,SEA,2020-01-11,343,1,(SJC),15.25,3:20p - 8:35a
LIH,SEA,2020-01-11,352,1,(HNL),20.50,11:05p - 9:35p
LIH,SEA,2020-01-11,352,1,(HNL),20.50,11:05p - 9:35p
LIH,SEA,2020-01-11,363,1,(SJC),15.25,3:20p - 8:35a
LIH,SEA,2020-01-11,363,1,(SFO),10.85,10:19p - 11:10a
LIH,SEA,2020-01-11,363,1,(HNL),7.77,11:49a - 9:35p
LIH,SEA,2020-01-11,363,1,(HNL),7.77,11:49a - 9:35p
LIH,SEA,2020-01-11,363,1,(HNL),8.27,11:19a - 9:35p
LIH,SEA,2020-01-11,363,1,(HNL),8.27,11:19a - 9:35p
LIH,SEA,2020-01-11,363,1,(OGG),9.48,12:01p - 11:30p
LIH,SEA,2020-01-11,363,1,(OGG),9.48,12:01p - 11:30p
LIH,SEA,2020-01-11,367,2,"(SFO, LAX)",11.98,10:19p - 12:18p
LIH,SEA,2020-01-11,367,1,(OAK),15.58,3:00p - 8:35a
LIH,SEA,2020-01-11,370,1,(OAK),15.33,3:00p - 8:20a
LIH,SEA,2020-01-11,372,1,(SJC),19.25,3:20p - 12:35p
LIH,SEA,2020-01-11,374,1,(OAK),13.67,4:40p - 8:20a
LIH,SEA,2020-01-12,289,0,(),5.67,10:45p - 6:25a
LIH,SEA,2020-01-12,289,1,(HNL),7.77,11:49a - 9:35p
LIH,SEA,2020-01-12,289,1,(HNL),7.77,11:49a - 9:35p
LIH,SEA,2020-01-12,298,1,(SFO),8.43,2:25p - 12:51a
LIH,SEA,2020-01-12,306,0,(),5.67,10:45p - 6:25a
LIH,SEA,2020-01-12,322,1,(HNL),20.50,11:05p - 9:35p
LIH,SEA,2020-01-12,322,1,(HNL),20.50,11:05p - 9:35p
LIH,SEA,2020-01-12,324,1,(OGG),9.48,12:01p - 11:30p
LIH,SEA,2020-01-12,324,1,(OGG),9.48,12:01p - 11:30p
LIH,SEA,2020-01-12,328,1,(SFO),8.43,2:25p - 12:51a
LIH,SEA,2020-01-12,332,2,"(HNL, SFO)",11.53,11:19a - 12:51a
LIH,SEA,2020-01-12,332,2,"(HNL, SFO)",11.70,6:14p - 7:56a
LIH,SEA,2020-01-12,343,1,(SJC),15.25,3:20p - 8:35a
LIH,SEA,2020-01-12,345,1,(HNL),10.75,8:50a - 9:35p
LIH,SEA,2020-01-12,345,1,(HNL),10.75,8:50a - 9:35p
LIH,SEA,2020-01-12,348,1,(PDX),7.83,12:05p - 9:55p
LIH,SEA,2020-01-12,349,1,(PDX),18.33,12:05p - 8:25a
LIH,SEA,2020-01-12,355,1,(SJC),14.67,3:20p - 8:00a
LIH,SEA,2020-01-12,357,1,(PDX),19.33,12:05p - 9:25a
LIH,SEA,2020-01-12,359,1,(HNL),25.35,6:14p - 9:35p
LIH,HNL,2019-12-14,81,0,(),0.62,11:05p - 11:42p
LIH,HNL,2019-12-14,81,0,(),0.62,11:05p - 11:42p
LIH,HNL,2019-12-14,85,0,(),0.58,8:25p - 9:00p
LIH,HNL,2019-12-14,85,0,(),0.58,8:25p - 9:00p
LIH,HNL,2019-12-14,85,0,(),0.58,9:23p - 9:58p
LIH,HNL,2019-12-14,85,0,(),0.58,9:23p - 9:58p
LIH,HNL,2019-12-14,85,0,(),0.62,8:47a - 9:24a
LIH,HNL,2019-12-14,85,0,(),0.62,8:47a - 9:24a
LIH,HNL,2019-12-14,85,0,(),0.62,4:59p - 5:36p
LIH,HNL,2019-12-14,85,0,(),0.62,4:59p - 5:36p
LIH,HNL,2019-12-14,85,0,(),0.60,6:32a - 7:08a
LIH,HNL,2019-12-14,85,0,(),0.60,6:32a - 7:08a
LIH,HNL,2019-12-14,96,0,(),0.60,5:35p - 6:11p
LIH,HNL,2019-12-14,96,0,(),0.60,5:35p - 6:11p
LIH,HNL,2019-12-14,96,0,(),0.60,6:15p - 6:51p
LIH,HNL,2019-12-14,96,0,(),0.60,6:15p - 6:51p
LIH,HNL,2019-12-14,96,0,(),0.60,6:35p - 7:11p
LIH,HNL,2019-12-14,96,0,(),0.60,6:35p - 7:11p
LIH,HNL,2019-12-14,96,0,(),0.62,4:15p - 4:52p
LIH,HNL,2019-12-14,96,0,(),0.62,4:15p - 4:52p
LIH,HNL,2019-12-15,81,0,(),0.62,11:05p - 11:42p
LIH,HNL,2019-12-15,81,0,(),0.62,11:05p - 11:42p
LIH,HNL,2019-12-15,85,0,(),0.58,8:25p - 9:00p
LIH,HNL,2019-12-15,85,0,(),0.58,8:25p - 9:00p
LIH,HNL,2019-12-15,85,0,(),0.58,9:23p - 9:58p
LIH,HNL,2019-12-15,85,0,(),0.58,9:23p - 9:58p
LIH,HNL,2019-12-15,85,0,(),0.58,9:56p - 10:31p
LIH,HNL,2019-12-15,85,0,(),0.58,9:56p - 10:31p
LIH,HNL,2019-12-15,85,0,(),0.62,4:59p - 5:36p
LIH,HNL,2019-12-15,85,0,(),0.62,4:59p - 5:36p
LIH,HNL,2019-12-15,85,0,(),0.60,6:32a - 7:08a
LIH,HNL,2019-12-15,85,0,(),0.60,6:32a - 7:08a
LIH,HNL,2019-12-15,101,0,(),0.60,5:35p - 6:11p
LIH,HNL,2019-12-15,101,0,(),0.60,5:35p - 6:11p
LIH,HNL,2019-12-15,101,0,(),0.60,6:15p - 6:51p
LIH,HNL,2019-12-15,101,0,(),0.60,6:15p - 6:51p
LIH,HNL,2019-12-15,101,0,(),0.60,6:35p - 7:11p
LIH,HNL,2019-12-15,101,0,(),0.60,6:35p - 7:11p
LIH,HNL,2019-12-15,101,0,(),0.62,4:15p - 4:52p
LIH,HNL,2019-12-15,101,0,(),0.62,4:15p - 4:52p
LIH,HNL,2019-12-16,81,0,(),0.62,11:05p - 11:42p
LIH,HNL,2019-12-16,81,0,(),0.62,11:05p - 11:42p
LIH,HNL,2019-12-16,85,0,(),0.58,8:25p - 9:00p
LIH,HNL,2019-12-16,85,0,(),0.58,8:25p - 9:00p
LIH,HNL,2019-12-16,85,0,(),0.58,9:23p - 9:58p
LIH,HNL,2019-12-16,85,0,(),0.58,9:23p - 9:58p
LIH,HNL,2019-12-16,85,0,(),0.62,4:59p - 5:36p
LIH,HNL,2019-12-16,85,0,(),0.62,4:59p - 5:36p
LIH,HNL,2019-12-16,85,0,(),0.60,6:32a - 7:08a
LIH,HNL,2019-12-16,85,0,(),0.60,6:32a - 7:08a
LIH,HNL,2019-12-16,96,0,(),0.60,5:35p - 6:11p
LIH,HNL,2019-12-16,96,0,(),0.60,5:35p - 6:11p
LIH,HNL,2019-12-16,96,0,(),0.60,6:15p - 6:51p
LIH,HNL,2019-12-16,96,0,(),0.60,6:15p - 6:51p
LIH,HNL,2019-12-16,96,0,(),0.60,6:35p - 7:11p
LIH,HNL,2019-12-16,96,0,(),0.60,6:35p - 7:11p
LIH,HNL,2019-12-16,96,0,(),0.62,4:15p - 4:52p
LIH,HNL,2019-12-16,96,0,(),0.62,4:15p - 4:52p
LIH,HNL,2019-12-16,96,0,(),0.62,7:00p - 7:37p
LIH,HNL,2019-12-16,96,0,(),0.62,7:00p - 7:37p
LIH,HNL,2019-12-17,81,0,(),0.62,11:05p - 11:42p
LIH,HNL,2019-12-17,81,0,(),0.62,11:05p - 11:42p
LIH,HNL,2019-12-17,85,0,(),0.58,8:25p - 9:00p
LIH,HNL,2019-12-17,85,0,(),0.58,8:25p - 9:00p
LIH,HNL,2019-12-17,85,0,(),0.58,9:23p - 9:58p
LIH,HNL,2019-12-17,85,0,(),0.58,9:23p - 9:58p
LIH,HNL,2019-12-17,85,0,(),0.62,4:59p - 5:36p
LIH,HNL,2019-12-17,85,0,(),0.62,4:59p - 5:36p
LIH,HNL,2019-12-17,85,0,(),0.60,6:32a - 7:08a
LIH,HNL,2019-12-17,85,0,(),0.60,6:32a - 7:08a
LIH,HNL,2019-12-17,96,0,(),0.60,5:35p - 6:11p
LIH,HNL,2019-12-17,96,0,(),0.60,5:35p - 6:11p
LIH,HNL,2019-12-17,96,0,(),0.60,6:15p - 6:51p
LIH,HNL,2019-12-17,96,0,(),0.60,6:15p - 6:51p
LIH,HNL,2019-12-17,96,0,(),0.60,6:35p - 7:11p
LIH,HNL,2019-12-17,96,0,(),0.60,6:35p - 7:11p
LIH,HNL,2019-12-17,96,0,(),0.62,4:15p - 4:52p
LIH,HNL,2019-12-17,96,0,(),0.62,4:15p - 4:52p
LIH,HNL,2019-12-17,96,0,(),0.62,7:00p - 7:37p
LIH,HNL,2019-12-17,96,0,(),0.62,7:00p - 7:37p
LIH,HNL,2019-12-18,81,0,(),0.62,11:05p - 11:42p
LIH,HNL,2019-12-18,81,0,(),0.62,11:05p - 11:42p
LIH,HNL,2019-12-18,85,0,(),0.58,8:25p - 9:00p
LIH,HNL,2019-12-18,85,0,(),0.58,8:25p - 9:00p
LIH,HNL,2019-12-18,85,0,(),0.58,9:23p - 9:58p
LIH,HNL,2019-12-18,85,0,(),0.58,9:23p - 9:58p
LIH,HNL,2019-12-18,85,0,(),0.62,4:59p - 5:36p
LIH,HNL,2019-12-18,85,0,(),0.62,4:59p - 5:36p
LIH,HNL,2019-12-18,85,0,(),0.60,6:32a - 7:08a
LIH,HNL,2019-12-18,85,0,(),0.60,6:32a - 7:08a
LIH,HNL,2019-12-18,96,0,(),0.60,5:35p - 6:11p
LIH,HNL,2019-12-18,96,0,(),0.60,5:35p - 6:11p
LIH,HNL,2019-12-18,96,0,(),0.60,6:15p - 6:51p
LIH,HNL,2019-12-18,96,0,(),0.60,6:15p - 6:51p
LIH,HNL,2019-12-18,96,0,(),0.60,6:35p - 7:11p
LIH,HNL,2019-12-18,96,0,(),0.60,6:35p - 7:11p
LIH,HNL,2019-12-18,96,0,(),0.62,4:15p - 4:52p
LIH,HNL,2019-12-18,96,0,(),0.62,4:15p - 4:52p
LIH,HNL,2019-12-18,96,0,(),0.62,7:00p - 7:37p
LIH,HNL,2019-12-18,96,0,(),0.62,7:00p - 7:37p
LIH,HNL,2019-12-19,81,0,(),0.62,11:05p - 11:42p
LIH,HNL,2019-12-19,81,0,(),0.62,11:05p - 11:42p
LIH,HNL,2019-12-19,85,0,(),0.58,8:25p - 9:00p
LIH,HNL,2019-12-19,85,0,(),0.58,8:25p - 9:00p
LIH,HNL,2019-12-19,85,0,(),0.58,9:23p - 9:58p
LIH,HNL,2019-12-19,85,0,(),0.58,9:23p - 9:58p
LIH,HNL,2019-12-19,85,0,(),0.62,4:59p - 5:36p
LIH,HNL,2019-12-19,85,0,(),0.62,4:59p - 5:36p
LIH,HNL,2019-12-19,85,0,(),0.60,6:32a - 7:08a
LIH,HNL,2019-12-19,85,0,(),0.60,6:32a - 7:08a
LIH,HNL,2019-12-19,96,0,(),0.60,5:35p - 6:11p
LIH,HNL,2019-12-19,96,0,(),0.60,5:35p - 6:11p
LIH,HNL,2019-12-19,96,0,(),0.60,6:15p - 6:51p
LIH,HNL,2019-12-19,96,0,(),0.60,6:15p - 6:51p
LIH,HNL,2019-12-19,96,0,(),0.60,6:35p - 7:11p
LIH,HNL,2019-12-19,96,0,(),0.60,6:35p - 7:11p
LIH,HNL,2019-12-19,96,0,(),0.62,4:15p - 4:52p
LIH,HNL,2019-12-19,96,0,(),0.62,4:15p - 4:52p
LIH,HNL,2019-12-19,96,0,(),0.62,7:00p - 7:37p
LIH,HNL,2019-12-19,96,0,(),0.62,7:00p - 7:37p
LIH,HNL,2019-12-20,81,0,(),0.62,11:05p - 11:42p
LIH,HNL,2019-12-20,81,0,(),0.62,11:05p - 11:42p
LIH,HNL,2019-12-20,85,0,(),0.58,8:25p - 9:00p
LIH,HNL,2019-12-20,85,0,(),0.58,8:25p - 9:00p
LIH,HNL,2019-12-20,85,0,(),0.58,9:23p - 9:58p
LIH,HNL,2019-12-20,85,0,(),0.58,9:23p - 9:58p
LIH,HNL,2019-12-20,85,0,(),0.58,9:56p - 10:31p
LIH,HNL,2019-12-20,85,0,(),0.58,9:56p - 10:31p
LIH,HNL,2019-12-20,85,0,(),0.62,4:59p - 5:36p
LIH,HNL,2019-12-20,85,0,(),0.62,4:59p - 5:36p
LIH,HNL,2019-12-20,85,0,(),0.60,6:32a - 7:08a
LIH,HNL,2019-12-20,85,0,(),0.60,6:32a - 7:08a
LIH,HNL,2019-12-20,101,0,(),0.60,5:35p - 6:11p
LIH,HNL,2019-12-20,101,0,(),0.60,5:35p - 6:11p
LIH,HNL,2019-12-20,101,0,(),0.60,6:15p - 6:51p
LIH,HNL,2019-12-20,101,0,(),0.60,6:15p - 6:51p
LIH,HNL,2019-12-20,101,0,(),0.60,6:35p - 7:11p
LIH,HNL,2019-12-20,101,0,(),0.60,6:35p - 7:11p
LIH,HNL,2019-12-20,101,0,(),0.62,4:15p - 4:52p
LIH,HNL,2019-12-20,101,0,(),0.62,4:15p - 4:52p
LIH,HNL,2019-12-21,81,0,(),0.62,11:05p - 11:42p
LIH,HNL,2019-12-21,81,0,(),0.62,11:05p - 11:42p
LIH,HNL,2019-12-21,85,0,(),0.58,8:25p - 9:00p
LIH,HNL,2019-12-21,85,0,(),0.58,8:25p - 9:00p
LIH,HNL,2019-12-21,85,0,(),0.58,9:23p - 9:58p
LIH,HNL,2019-12-21,85,0,(),0.58,9:23p - 9:58p
LIH,HNL,2019-12-21,85,0,(),0.62,4:59p - 5:36p
LIH,HNL,2019-12-21,85,0,(),0.62,4:59p - 5:36p
LIH,HNL,2019-12-21,85,0,(),0.60,6:32a - 7:08a
LIH,HNL,2019-12-21,85,0,(),0.60,6:32a - 7:08a
LIH,HNL,2019-12-21,96,0,(),0.60,5:35p - 6:11p
LIH,HNL,2019-12-21,96,0,(),0.60,5:35p - 6:11p
LIH,HNL,2019-12-21,96,0,(),0.60,6:15p - 6:51p
LIH,HNL,2019-12-21,96,0,(),0.60,6:15p - 6:51p
LIH,HNL,2019-12-21,96,0,(),0.60,6:35p - 7:11p
LIH,HNL,2019-12-21,96,0,(),0.60,6:35p - 7:11p
LIH,HNL,2019-12-21,96,0,(),0.62,4:15p - 4:52p
LIH,HNL,2019-12-21,96,0,(),0.62,4:15p - 4:52p
LIH,HNL,2019-12-21,96,0,(),0.62,7:00p - 7:37p
LIH,HNL,2019-12-21,96,0,(),0.62,7:00p - 7:37p
LIH,HNL,2019-12-22,81,0,(),0.62,11:05p - 11:42p
LIH,HNL,2019-12-22,81,0,(),0.62,11:05p - 11:42p
LIH,HNL,2019-12-22,85,0,(),0.58,8:25p - 9:00p
LIH,HNL,2019-12-22,85,0,(),0.58,8:25p - 9:00p
LIH,HNL,2019-12-22,85,0,(),0.58,9:23p - 9:58p
LIH,HNL,2019-12-22,85,0,(),0.58,9:23p - 9:58p
LIH,HNL,2019-12-22,85,0,(),0.58,9:56p - 10:31p
LIH,HNL,2019-12-22,85,0,(),0.58,9:56p - 10:31p
LIH,HNL,2019-12-22,85,0,(),0.62,4:59p - 5:36p
LIH,HNL,2019-12-22,85,0,(),0.62,4:59p - 5:36p
LIH,HNL,2019-12-22,85,0,(),0.60,6:32a - 7:08a
LIH,HNL,2019-12-22,85,0,(),0.60,6:32a - 7:08a
LIH,HNL,2019-12-22,101,0,(),0.60,5:35p - 6:11p
LIH,HNL,2019-12-22,101,0,(),0.60,5:35p - 6:11p
LIH,HNL,2019-12-22,101,0,(),0.60,6:15p - 6:51p
LIH,HNL,2019-12-22,101,0,(),0.60,6:15p - 6:51p
LIH,HNL,2019-12-22,101,0,(),0.60,6:35p - 7:11p
LIH,HNL,2019-12-22,101,0,(),0.60,6:35p - 7:11p
