Origin,Destination,Date,Price ($),Num Stops,Connection,Duration (h),Departure,Arrival,Carrier
SEA,OGG,2019-12-14,405,1,(SFO),21.00,3:30p,10:30a,Alaska Airlines
SEA,OGG,2019-12-14,412,2,"(LAS, HNL)",12.02,9:50p,7:51a,Alaska Airlines
SEA,OGG,2019-12-14,412,2,"(SFO, LAX)",12.90,9:35a,8:29p,United Airlines
SEA,OGG,2019-12-14,412,2,"(SFO, LAX)",12.90,9:35a,8:29p,United Airlines
SEA,OGG,2019-12-14,416,1,(SFO),15.00,9:30p,10:30a,Alaska Airlines
SEA,OGG,2019-12-14,422,1,(SJC),16.75,7:45p,10:30a,Alaska Airlines
SEA,OGG,2019-12-14,423,1,(SFO),10.25,1:18p,9:33p,United Airlines
SEA,OGG,2019-12-14,424,1,(SAN),16.92,8:15p,11:10a,Alaska Airlines
SEA,OGG,2019-12-14,424,1,(LAX),27.48,7:00p,8:29p,United Airlines
SEA,OGG,2019-12-15,277,1,(SJC),16.67,7:45p,10:25a,Alaska Airlines
SEA,OGG,2019-12-15,280,1,(SFO),13.92,10:30p,10:25a,Alaska Airlines
SEA,OGG,2019-12-15,289,1,(OAK),14.75,9:40p,10:25a,Alaska Airlines
SEA,OGG,2019-12-15,301,1,(OAK),14.75,9:40p,10:25a,Alaska Airlines
SEA,OGG,2019-12-15,305,1,(SJC),15.75,8:40p,10:25a,Alaska Airlines
SEA,OGG,2019-12-15,305,1,(SJC),16.67,7:45p,10:25a,Alaska Airlines
SEA,OGG,2019-12-15,307,2,"(SFO, LAX)",12.90,9:35a,8:29p,United Airlines
SEA,OGG,2019-12-15,307,2,"(SFO, LAX)",12.90,9:35a,8:29p,United Airlines
SEA,OGG,2019-12-15,310,1,(SFO),16.92,7:30p,10:25a,Alaska Airlines
SEA,OGG,2019-12-15,312,1,(SFO),13.92,10:30p,10:25a,Alaska Airlines
SEA,OGG,2019-12-15,331,1,(SJC),15.75,8:40p,10:25a,Alaska Airlines
SEA,OGG,2019-12-15,334,1,(OAK),20.33,4:05p,10:25a,Alaska Airlines
SEA,OGG,2019-12-15,341,1,(SFO),16.92,7:30p,10:25a,Alaska Airlines
SEA,OGG,2019-12-15,352,2,"(SFO, LAX)",12.90,9:35a,8:29p,United Airlines
SEA,OGG,2019-12-15,352,2,"(SFO, LAX)",12.90,9:35a,8:29p,United Airlines
SEA,OGG,2019-12-15,357,1,(SAN),25.00,11:55a,10:55a,Alaska Airlines
SEA,OGG,2019-12-15,357,1,(SJC),18.33,7:45p,12:05p,Alaska Airlines
SEA,OGG,2019-12-15,365,1,(SFO),25.20,1:01p,12:13p,United Airlines
SEA,OGG,2019-12-15,366,1,(SFO),14.00,10:30p,10:30a,Alaska Airlines
SEA,OGG,2019-12-15,367,1,(SJC),22.00,4:05p,12:05p,Alaska Airlines
SEA,ITO,2019-12-14,372,2,"(SFO, LAX)",13.15,9:35a,8:44p,United Airlines
SEA,ITO,2019-12-14,377,2,"(SFO, LAX)",15.23,7:30a,8:44p,United Airlines
SEA,ITO,2019-12-14,417,2,"(SFO, LAX)",13.15,9:35a,8:44p,United Airlines
SEA,ITO,2019-12-14,431,2,"(SFO, LAX)",13.15,9:35a,8:44p,United Airlines
SEA,ITO,2019-12-14,436,2,"(SFO, LAX)",15.23,7:30a,8:44p,United Airlines
SEA,ITO,2019-12-14,447,2,"(LAX, HNL)",18.98,9:20p,2:19p,Alaska Airlines
SEA,ITO,2019-12-14,457,1,(LAX),9.48,1:15p,8:44p,United Airlines
SEA,ITO,2019-12-14,476,2,"(SFO, LAX)",13.15,9:35a,8:44p,United Airlines
SEA,ITO,2019-12-14,477,2,"(SFO, LAX)",15.23,7:30a,8:44p,United Airlines
SEA,ITO,2019-12-14,494,1,(OGG),9.83,10:00a,5:50p,Hawaiian Airlines
SEA,ITO,2019-12-14,494,1,(OGG),9.83,10:00a,5:50p,Hawaiian Airlines
SEA,ITO,2019-12-14,502,1,(LAX),9.48,1:15p,8:44p,United Airlines
SEA,ITO,2019-12-14,507,1,(OGG),24.62,10:00a,8:37a,Hawaiian Airlines
SEA,ITO,2019-12-14,507,1,(OGG),24.62,10:00a,8:37a,Hawaiian Airlines
SEA,ITO,2019-12-14,522,2,"(OGG, HNL)",10.58,10:00a,6:35p,Hawaiian Airlines
SEA,ITO,2019-12-14,522,2,"(OGG, HNL)",10.58,10:00a,6:35p,Hawaiian Airlines
SEA,ITO,2019-12-14,522,2,"(OGG, HNL)",10.58,10:00a,6:35p,Hawaiian Airlines
SEA,ITO,2019-12-14,522,2,"(OGG, HNL)",10.58,10:00a,6:35p,Hawaiian Airlines
SEA,ITO,2019-12-14,522,2,"(OGG, HNL)",10.58,10:00a,6:35p,Hawaiian Airlines
SEA,ITO,2019-12-14,522,2,"(OGG, HNL)",10.58,10:00a,6:35p,Hawaiian Airlines
SEA,ITO,2019-12-15,437,2,"(OGG, HNL)",11.23,10:00a,7:14p,Hawaiian Airlines
SEA,ITO,2019-12-15,437,2,"(OGG, HNL)",11.23,10:00a,7:14p,Hawaiian Airlines
SEA,ITO,2019-12-15,437,2,"(OGG, HNL)",11.23,10:00a,7:14p,Hawaiian Airlines
SEA,ITO,2019-12-15,437,2,"(OGG, HNL)",11.23,10:00a,7:14p,Hawaiian Airlines
SEA,ITO,2019-12-15,437,2,"(OGG, HNL)",11.23,10:00a,7:14p,Hawaiian Airlines
SEA,ITO,2019-12-15,437,2,"(OGG, HNL)",11.23,10:00a,7:14p,Hawaiian Airlines
SEA,ITO,2019-12-15,451,2,"(OGG, HNL)",10.58,10:00a,6:35p,Hawaiian Airlines
SEA,ITO,2019-12-15,451,2,"(OGG, HNL)",10.58,10:00a,6:35p,Hawaiian Airlines
SEA,ITO,2019-12-15,451,2,"(OGG, HNL)",10.58,10:00a,6:35p,Hawaiian Airlines
SEA,ITO,2019-12-15,451,2,"(OGG, HNL)",10.58,10:00a,6:35p,Hawaiian Airlines
SEA,ITO,2019-12-15,451,2,"(OGG, HNL)",10.58,10:00a,6:35p,Hawaiian Airlines
SEA,ITO,2019-12-15,451,2,"(OGG, HNL)",10.58,10:00a,6:35p,Hawaiian Airlines
SEA,ITO,2019-12-15,452,1,(OGG),9.83,10:00a,5:50p,Hawaiian Airlines
SEA,ITO,2019-12-15,452,1,(OGG),9.83,10:00a,5:50p,Hawaiian Airlines
SEA,ITO,2019-12-15,463,1,(LAX),27.73,7:00p,8:44p,United Airlines
SEA,ITO,2019-12-15,494,1,(OGG),24.62,10:00a,8:37a,Hawaiian Airlines
SEA,ITO,2019-12-15,505,2,"(SFO, HNL)",17.82,10:30p,2:19p,Alaska Airlines
SEA,ITO,2019-12-15,506,2,"(SFO, HNL)",12.48,6:00a,4:29p,United Airlines
SEA,ITO,2019-12-15,509,2,"(LAX, HNL)",16.70,5:50a,8:32p,American Airlines
SEA,ITO,2019-12-15,522,2,"(PDX, HNL)",19.23,11:15p,4:29p,Alaska Airlines
LIH,SEA,2019-12-14,234,0,(),5.67,10:45p,6:25a,Alaska Airlines
LIH,SEA,2019-12-14,239,1,(LAX),11.92,10:57p,12:52p,American Airlines
LIH,SEA,2019-12-14,258,0,(),5.67,10:45p,6:25a,Alaska Airlines
LIH,SEA,2019-12-14,269,1,(SFO),8.65,10:05p,8:44a,United Airlines
LIH,SEA,2019-12-14,269,1,(PHX),12.68,11:00p,1:41p,American Airlines
LIH,SEA,2019-12-14,277,2,"(HNL, SFO)",11.73,7:00p,8:44a,United Airlines
LIH,SEA,2019-12-14,288,1,(SJC),15.25,3:20p,8:35a,Alaska Airlines
LIH,SEA,2019-12-14,295,1,(LAX),16.00,10:57p,4:57p,American Airlines
LIH,SEA,2019-12-14,295,1,(LAX),16.43,3:26p,9:52a,American Airlines
LIH,SEA,2019-12-14,295,1,(PHX),15.85,11:00p,4:51p,American Airlines
LIH,SEA,2019-12-14,297,1,(HNL),21.00,11:05p,10:05p,Hawaiian Airlines
LIH,SEA,2019-12-14,297,1,(HNL),21.00,11:05p,10:05p,Hawaiian Airlines
LIH,SEA,2019-12-14,299,1,(SFO),8.65,10:05p,8:44a,United Airlines
LIH,SEA,2019-12-14,300,1,(SJC),14.67,3:20p,8:00a,Alaska Airlines
LIH,SEA,2019-12-14,302,1,(SJC),19.25,3:20p,12:35p,Alaska Airlines
LIH,SEA,2019-12-14,317,1,(OAK),13.67,4:40p,8:20a,Alaska Airlines
LIH,SEA,2019-12-14,323,1,(SJC),15.25,3:20p,8:35a,Alaska Airlines
LIH,SEA,2019-12-14,325,1,(PHX),19.00,11:00p,8:00p,American Airlines
LIH,SEA,2019-12-14,326,1,(OAK),20.25,4:40p,2:55p,Alaska Airlines
LIH,SEA,2019-12-14,329,1,(OAK),15.50,2:50p,8:20a,Hawaiian Airlines
LIH,SEA,2019-12-15,234,0,(),5.67,10:45p,6:25a,Alaska Airlines
LIH,SEA,2019-12-15,258,0,(),5.67,10:45p,6:25a,Alaska Airlines
LIH,SEA,2019-12-15,266,1,(HNL),21.00,11:05p,10:05p,Hawaiian Airlines
LIH,SEA,2019-12-15,266,1,(HNL),21.00,11:05p,10:05p,Hawaiian Airlines
LIH,SEA,2019-12-15,269,1,(LAX),11.92,10:57p,12:52p,American Airlines
LIH,SEA,2019-12-15,277,2,"(HNL, SFO)",11.63,11:21a,12:59a,United Airlines
LIH,SEA,2019-12-15,277,2,"(HNL, SFO)",11.73,7:00p,8:44a,United Airlines
LIH,SEA,2019-12-15,289,1,(HNL),7.90,12:11p,10:05p,Hawaiian Airlines
LIH,SEA,2019-12-15,289,1,(HNL),7.90,12:11p,10:05p,Hawaiian Airlines
LIH,SEA,2019-12-15,295,1,(LAX),16.43,3:26p,9:52a,American Airlines
LIH,SEA,2019-12-15,295,1,(LAX),18.67,10:57p,7:37p,American Airlines
LIH,SEA,2019-12-15,303,2,"(HNL, SFO)",14.25,7:00p,11:15a,United Airlines
LIH,SEA,2019-12-15,305,1,(LAX),22.00,10:57p,10:57p,American Airlines
LIH,SEA,2019-12-15,305,1,(LAX),26.18,3:26p,7:37p,American Airlines
LIH,SEA,2019-12-15,317,1,(SAN),17.17,2:00p,9:10a,Alaska Airlines
LIH,SEA,2019-12-15,324,1,(HNL),25.83,6:15p,10:05p,Hawaiian Airlines
LIH,SEA,2019-12-15,325,1,(LAX),16.00,10:57p,4:57p,American Airlines
